x,Curve1
-119.892,0.1649
-118.578,-0.0217
-117.265,-0.1973
-115.48,-0.0321
-113.818,0.089
-111.868,-0.0205
-109.919,-0.13
-108.519,0.0241
-107.368,0.1012
-105.801,-0.0414
-104.624,-0.162
-102.181,-0.0956
-100.519,0.0255
-98.96,-0.0621
-97.523,-0.1937
-95.734,-0.0615
-94.206,0.0926
-92.508,-0.0609
-90.306,-0.1264
-88.109,-0.159
-86.96,-0.0599
-84.507,-0.0704
-82.686,-0.18
-80.384,-0.0257
-77.286,-0.0361
-74.952,-0.1236
-72.757,-0.1342
-68.886,-0.1335
-65.789,-0.1329
-64.744,-0.2316
-61.93,-0.0443
-59.076,-0.1647
-55.466,-0.142
-53.544,-0.0318
-51.063,-0.2621
-47.997,-0.0198
-45.143,-0.1401
-42.936,-0.2496
-40.648,0.0255
-38.557,-0.1829
-37.258,-0.2486
-33.929,-0.0502
-30.686,-0.1814
-27.079,-0.1368
-23.468,-0.1252
-19.727,-0.1135
-16.635,-0.08
-13.256,-0.2662
-10.311,-0.0898
-6.677,-0.254
