x,Curve1
-130.994,7.60689
-128.47,7.36365
-126.408,7.07808
-124.919,6.85786
-124.863,6.55252
-124.657,6.34911
-123.909,6.11026
-122.938,5.90155
-122.876,5.59023
-121.861,5.08815
-121.58,5.30996
-121.101,4.83733
-120.154,4.65256
-119.593,4.34767
-118.598,4.11503
-118.584,3.85157
-117.144,3.67921
-116.426,3.47028
-115.979,3.27906
-115.532,3.08785
-115.043,2.85475
-114.366,2.4362
-114.042,2.61613
-113.901,2.22704
-112.406,2.00083
-111.7,1.80386
-110.76,1.62507
-110.331,1.4518
-109.449,1.08133
-109.384,1.26702
-106.576,0.99409
-101.608,1.08838
-100.839,1.32859
-96.872,1.66149
-94.7,2.01674
-93.998,2.32276
-91.543,2.64832
-90.69,3.05627
-88.018,3.41795
-85.257,3.94139
-82.923,4.3866
-79.758,4.7607
-78.923,5.1866
-74.396,5.46611
-72.989,5.82666
-70.69,6.05627
-64.803,6.49269
-57.807,6.83431
-51.756,7.1092
-40.418,7.4128
-23.803,7.50557
-3.635,7.58955
12.547,7.61007
